folder,file_name,file_path,size_mb,last_modified,indexed_at
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:46:06.145.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:46:06.145.parquet,13.51,2025-04-14 14:57:32.048000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:46:11.623.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:46:11.623.parquet,13.51,2025-04-14 14:57:32.691000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:46:42.98.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:46:42.98.parquet,13.51,2025-04-14 14:57:33.304000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:46:47.176.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:46:47.176.parquet,13.51,2025-04-14 14:57:33.904000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:47:44.426.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:47:44.426.parquet,13.51,2025-04-14 14:57:34.523000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:48:01.215.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:48:01.215.parquet,13.51,2025-04-14 14:57:35.129000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:48:28.145.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:48:28.145.parquet,13.51,2025-04-14 14:57:35.719000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:48:34.396.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:48:34.396.parquet,13.51,2025-04-14 14:57:36.320000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:48:47.138.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:48:47.138.parquet,13.51,2025-04-14 14:57:36.927000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:49:19.147.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:49:19.147.parquet,13.51,2025-04-14 14:57:37.538000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:49:31.125.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:49:31.125.parquet,13.51,2025-04-14 14:57:38.157000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:49:36.108.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:49:36.108.parquet,13.51,2025-04-14 14:57:38.759000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:49:43.108.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:49:43.108.parquet,13.51,2025-04-14 14:57:39.363000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:49:49.57.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:49:49.57.parquet,13.51,2025-04-14 14:57:39.962000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:50:01.145.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:50:01.145.parquet,13.51,2025-04-14 14:57:40.590000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:50:08.102.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:50:08.102.parquet,13.51,2025-04-14 14:57:41.257000+00:00,2025-04-22 01:35:37
