folder,file_name,file_path,size_mb,last_modified,indexed_at
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:18:50.794.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:18:50.794.parquet,13.51,2025-04-14 14:56:19.383000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:19:02.161.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:19:02.161.parquet,13.51,2025-04-14 14:56:20.029000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:19:06.847.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:19:06.847.parquet,13.51,2025-04-14 14:56:20.688000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:19:10.327.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:19:10.327.parquet,13.51,2025-04-14 14:56:21.342000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:19:14.532.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:19:14.532.parquet,13.51,2025-04-14 14:56:21.999000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:19:20.139.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:19:20.139.parquet,13.51,2025-04-14 14:56:22.660000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:19:21.379.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:19:21.379.parquet,13.51,2025-04-14 14:56:23.317000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:19:30.4.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:19:30.4.parquet,13.51,2025-04-14 14:56:23.959000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:19:36.584.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:19:36.584.parquet,13.51,2025-04-14 14:56:24.599000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:19:46.046.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:19:46.046.parquet,13.51,2025-04-14 14:56:25.236000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:20:15.24.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:20:15.24.parquet,13.51,2025-04-14 14:56:25.874000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:20:24.48.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:20:24.48.parquet,13.51,2025-04-14 14:56:26.507000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:20:32.998.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:20:32.998.parquet,13.51,2025-04-14 14:56:27.155000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:20:37.258.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:20:37.258.parquet,13.51,2025-04-14 14:56:27.802000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:20:41.68.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:20:41.68.parquet,13.51,2025-04-14 14:56:28.454000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:20:53.432.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:20:53.432.parquet,13.51,2025-04-14 14:56:29.102000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:21:00.587.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:21:00.587.parquet,13.51,2025-04-14 14:56:29.733000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:21:11.728.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:21:11.728.parquet,13.51,2025-04-14 14:56:30.387000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:21:16.669.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:21:16.669.parquet,13.51,2025-04-14 14:56:31.045000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:21:19.784.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:21:19.784.parquet,13.51,2025-04-14 14:56:31.693000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:21:34.281.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:21:34.281.parquet,13.51,2025-04-14 14:56:32.337000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:21:47.37.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:21:47.37.parquet,13.51,2025-04-14 14:56:32.979000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:22:26.085.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:22:26.085.parquet,13.51,2025-04-14 14:56:33.610000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:22:35.827.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:22:35.827.parquet,13.51,2025-04-14 14:56:34.247000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:22:41.626.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:22:41.626.parquet,13.51,2025-04-14 14:56:34.888000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:22:45.569.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:22:45.569.parquet,13.51,2025-04-14 14:56:35.510000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:22:47.867.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:22:47.867.parquet,13.51,2025-04-14 14:56:36.115000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:22:54.94.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:22:54.94.parquet,13.51,2025-04-14 14:56:36.750000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:23:11.85.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:23:11.85.parquet,13.5,2025-04-14 14:56:37.394000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:23:21.406.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:23:21.406.parquet,13.51,2025-04-14 14:56:38.039000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:23:29.331.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:23:29.331.parquet,13.51,2025-04-14 14:56:38.686000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:23:34.028.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:23:34.028.parquet,13.51,2025-04-14 14:56:39.333000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:23:45.406.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:23:45.406.parquet,13.51,2025-04-14 14:56:39.970000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:23:58.046.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:23:58.046.parquet,13.51,2025-04-14 14:56:40.625000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:24:02.973.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:24:02.973.parquet,13.5,2025-04-14 14:56:41.257000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:24:07.204.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:24:07.204.parquet,13.51,2025-04-14 14:56:41.899000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:24:12.745.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:24:12.745.parquet,13.51,2025-04-14 14:56:42.546000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:24:21.965.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:24:21.965.parquet,13.51,2025-04-14 14:56:43.173000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:24:42.352.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:24:42.352.parquet,13.51,2025-04-14 14:56:43.809000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:24:50.984.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:24:50.984.parquet,13.5,2025-04-14 14:56:44.466000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:25:08.688.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:25:08.688.parquet,13.5,2025-04-14 14:56:45.106000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:25:17.797.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:25:17.797.parquet,13.5,2025-04-14 14:56:45.749000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:25:25.208.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:25:25.208.parquet,13.51,2025-04-14 14:56:46.393000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:25:30.781.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:25:30.781.parquet,13.51,2025-04-14 14:56:47.035000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:25:43.172.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:25:43.172.parquet,13.51,2025-04-14 14:56:47.675000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:26:05.144.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:26:05.144.parquet,13.51,2025-04-14 14:56:48.318000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:26:13.156.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:26:13.156.parquet,13.5,2025-04-14 14:56:48.967000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:26:24.098.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:26:24.098.parquet,13.51,2025-04-14 14:56:49.609000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:26:28.34.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:26:28.34.parquet,13.5,2025-04-14 14:56:50.243000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:26:31.92.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:26:31.92.parquet,13.5,2025-04-14 14:56:50.881000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:27:05.368.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:27:05.368.parquet,13.51,2025-04-14 14:56:51.518000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:27:13.18.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:27:13.18.parquet,13.51,2025-04-14 14:56:52.169000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:27:32.257.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:27:32.257.parquet,13.51,2025-04-14 14:56:52.838000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:27:36.262.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:27:36.262.parquet,13.51,2025-04-14 14:56:53.479000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:27:41.11.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:27:41.11.parquet,13.51,2025-04-14 14:56:54.120000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:27:43.131.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:27:43.131.parquet,13.51,2025-04-14 14:56:54.738000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:27:50.191.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:27:50.191.parquet,13.51,2025-04-14 14:56:55.345000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:28:02.538.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:28:02.538.parquet,13.51,2025-04-14 14:56:55.985000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:28:14.162.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:28:14.162.parquet,13.51,2025-04-14 14:56:56.640000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:28:50.16.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:28:50.16.parquet,13.51,2025-04-14 14:56:57.299000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:29:01.447.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:29:01.447.parquet,13.51,2025-04-14 14:56:57.948000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:29:13.462.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:29:13.462.parquet,13.51,2025-04-14 14:56:58.597000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:29:19.424.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:29:19.424.parquet,13.51,2025-04-14 14:56:59.254000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:29:42.657.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:29:42.657.parquet,13.51,2025-04-14 14:56:59.900000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:29:52.114.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:29:52.114.parquet,13.51,2025-04-14 14:57:00.530000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:30:03.333.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:30:03.333.parquet,13.51,2025-04-14 14:57:01.176000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:30:13.395.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:30:13.395.parquet,13.51,2025-04-14 14:57:01.828000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:30:18.99.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:30:18.99.parquet,13.51,2025-04-14 14:57:02.460000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:30:24.515.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:30:24.515.parquet,13.51,2025-04-14 14:57:03.110000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:31:43.016.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:31:43.016.parquet,13.51,2025-04-14 14:57:03.759000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:32:11.87.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:32:11.87.parquet,13.51,2025-04-14 14:57:04.417000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:32:38.012.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:32:38.012.parquet,13.51,2025-04-14 14:57:05.062000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:32:47.341.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:32:47.341.parquet,13.51,2025-04-14 14:57:05.694000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:32:59.127.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:32:59.127.parquet,13.51,2025-04-14 14:57:06.337000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:33:10.187.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:33:10.187.parquet,13.51,2025-04-14 14:57:06.953000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:33:39.299.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:33:39.299.parquet,13.51,2025-04-14 14:57:07.580000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:34:01.049.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:34:01.049.parquet,13.51,2025-04-14 14:57:08.216000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:34:05.044.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:34:05.044.parquet,13.51,2025-04-14 14:57:08.859000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:34:36.271.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:34:36.271.parquet,13.51,2025-04-14 14:57:09.503000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:34:45.226.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:34:45.226.parquet,13.51,2025-04-14 14:57:10.135000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:34:54.072.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:34:54.072.parquet,13.51,2025-04-14 14:57:10.780000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:35:04.325.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:35:04.325.parquet,13.51,2025-04-14 14:57:11.426000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:35:33.089.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:35:33.089.parquet,13.51,2025-04-14 14:57:12.075000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:35:52.482.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:35:52.482.parquet,13.51,2025-04-14 14:57:12.707000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:36:07.301.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:36:07.301.parquet,13.51,2025-04-14 14:57:13.355000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:36:33.166.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:36:33.166.parquet,13.51,2025-04-14 14:57:13.975000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:36:42.09.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:36:42.09.parquet,13.51,2025-04-14 14:57:14.582000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:37:10.204.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:37:10.204.parquet,13.51,2025-04-14 14:57:15.215000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:38:23.055.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:38:23.055.parquet,13.51,2025-04-14 14:57:15.861000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:39:27.061.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:39:27.061.parquet,13.51,2025-04-14 14:57:16.525000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:39:45.185.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:39:45.185.parquet,13.51,2025-04-14 14:57:17.168000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:39:56.337.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:39:56.337.parquet,13.51,2025-04-14 14:57:17.829000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:40:04.003.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:40:04.003.parquet,13.51,2025-04-14 14:57:18.468000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:40:18.132.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:40:18.132.parquet,13.51,2025-04-14 14:57:19.129000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:40:37.409.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:40:37.409.parquet,13.51,2025-04-14 14:57:19.783000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:40:48.241.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:40:48.241.parquet,13.51,2025-04-14 14:57:20.430000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:40:54.371.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:40:54.371.parquet,13.51,2025-04-14 14:57:21.074000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:41:45.49.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:41:45.49.parquet,13.51,2025-04-14 14:57:21.729000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:41:52.322.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:41:52.322.parquet,13.51,2025-04-14 14:57:22.369000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:42:09.367.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:42:09.367.parquet,13.51,2025-04-14 14:57:23.002000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:42:17.36.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:42:17.36.parquet,13.51,2025-04-14 14:57:23.655000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:42:41.307.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:42:41.307.parquet,13.51,2025-04-14 14:57:24.328000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:42:58.193.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:42:58.193.parquet,13.51,2025-04-14 14:57:24.986000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:43:34.159.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:43:34.159.parquet,13.51,2025-04-14 14:57:25.625000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:43:48.86.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:43:48.86.parquet,13.51,2025-04-14 14:57:26.261000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:43:55.179.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:43:55.179.parquet,13.51,2025-04-14 14:57:26.889000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:44:00.37.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:44:00.37.parquet,13.51,2025-04-14 14:57:27.520000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:44:26.084.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:44:26.084.parquet,13.51,2025-04-14 14:57:28.158000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:44:40.61.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:44:40.61.parquet,13.51,2025-04-14 14:57:28.799000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:44:45.222.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:44:45.222.parquet,13.51,2025-04-14 14:57:29.460000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:45:13.073.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:45:13.073.parquet,13.51,2025-04-14 14:57:30.126000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:45:44.302.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:45:44.302.parquet,13.51,2025-04-14 14:57:30.758000+00:00,2025-04-22 01:35:37
141849189164_DC_HEATMAPS,141849189164_DC_HEATMAPS/2025-04-10 15:45:53.399.parquet,141849189164_DC_HEATMAPS/2025-04-10 15:45:53.399.parquet,13.51,2025-04-14 14:57:31.392000+00:00,2025-04-22 01:35:37
